,alpha,mmse,q
0,1e-05,1.0018922594687931,0.9981077405312069
1,0.0009903529411764706,0.9960542392951286,1.0039457607048714
2,0.0019707058823529413,0.9920779208520694,1.0079220791479306
3,0.002951058823529412,0.9880774391964022,1.0119225608035978
4,0.003931411764705882,0.9840480377393375,1.0159519622606625
5,0.0049117647058823525,0.9799888188275072,1.0200111811724928
6,0.005892117647058824,0.9758995505044612,1.0241004494955388
7,0.006872470588235294,0.9717700993332556,1.0282299006667444
8,0.007852823529411765,0.9676198063474144,1.0323801936525856
9,0.008833176470588235,0.9634395352194898,1.0365604647805102
10,0.009813529411764705,0.9592294301625162,1.0407705698374838
11,0.010793882352941176,0.9549896639673154,1.0450103360326846
12,0.011774235294117648,0.9507204344968863,1.0492795655031137
13,0.012754588235294118,0.9464219627555446,1.0535780372444554
14,0.013734941176470589,0.9420843464486868,1.0579156535513132
15,0.014715294117647059,0.937727181288613,1.062272818711387
16,0.01569564705882353,0.9333414831927509,1.066658516807249
17,0.016676,0.9289275507803838,1.0710724492196162
18,0.01765635294117647,0.9244857019234329,1.075514298076567
19,0.01863670588235294,0.9200162732787378,1.0799837267212622
20,0.01961705882352941,0.9155196198124553,1.0844803801875447
21,0.02059741176470588,0.9109853856551848,1.0890146143448152
22,0.021577764705882352,0.906434393656046,1.093565606343954
23,0.022558117647058822,0.9018572585240503,1.0981427414759497
24,0.023538470588235296,0.8972543968671398,1.1027456031328602
25,0.024518823529411767,0.8926262405674665,1.1073737594325335
26,0.025499176470588237,0.8879732361747317,1.1120267638252683
27,0.026479529411764707,0.8832850396160952,1.1167149603839048
28,0.027459882352941178,0.8785826936729844,1.1214173063270156
29,0.028440235294117648,0.8738568318364965,1.1261431681635035
30,0.02942058823529412,0.8691079465943503,1.1308920534056497
31,0.03040094117647059,0.8643365415678468,1.1356634584321532
32,0.03138129411764706,0.8595328612214979,1.1404671387785021
33,0.03236164705882354,0.8547169697857504,1.1452830302142496
34,0.033342000000000004,0.8498800439141811,1.1501199560858189
35,0.03432235294117648,0.8450226191375834,1.1549773808624166
36,0.035302705882352944,0.8401452385909876,1.1598547614090124
37,0.03628305882352942,0.8352384022474868,1.1647615977525132
38,0.037263411764705885,0.8303217859090148,1.1696782140909852
39,0.03824376470588236,0.8253867988924171,1.174613201107583
40,0.039224117647058826,0.8204340028743857,1.1795659971256143
41,0.0402044705882353,0.8154639639446231,1.184536036055377
42,0.04118482352941177,0.8104671648784751,1.1895328351215249
43,0.04216517647058824,0.805463371010624,1.194536628989376
44,0.04314552941176471,0.80044397066793,1.19955602933207
45,0.04412588235294118,0.7954095368567846,1.2045904631432154
46,0.04510623529411765,0.7903606443400495,1.2096393556599505
47,0.04608658823529412,0.7852875222941966,1.2147124777058034
48,0.047066941176470596,0.7802104410659436,1.2197895589340564
49,0.04804729411764706,0.7751205484354826,1.2248794515645174
50,0.04902764705882354,0.7700184167259856,1.2299815832740144
51,0.050008000000000004,0.7649046179623507,1.2350953820376493
52,0.05098835294117648,0.7597689110019767,1.2402310889980233
53,0.051968705882352945,0.7546324576250334,1.2453675423749666
54,0.05294905882352942,0.7494859638145863,1.2505140361854137
55,0.053929411764705885,0.7443299921442423,1.2556700078557577
56,0.05490976470588236,0.7391546238051236,1.2608453761948764
57,0.055890117647058826,0.7339803767639488,1.2660196232360512
58,0.0568704705882353,0.7287982465201766,1.2712017534798234
59,0.05785082352941177,0.7236087821829276,1.2763912178170724
60,0.05883117647058824,0.718402216042936,1.281597783957064
61,0.05981152941176471,0.7131987403415843,1.2868012596584157
62,0.06079188235294118,0.7079894821547039,1.292010517845296
63,0.06177223529411765,0.702774974296072,1.297225025703928
64,0.06275258823529412,0.6975454530530834,1.3024545469469166
65,0.06373294117647059,0.6923210600204468,1.3076789399795532
66,0.06471329411764706,0.6870929181812016,1.3129070818187984
67,0.06569364705882352,0.6818615422167036,1.3181384577832964
68,0.066674,0.6766170410000665,1.3233829589999335
69,0.06765435294117647,0.6713797532706678,1.3286202467293322
70,0.06863470588235294,0.6661406766386313,1.3338593233613687
71,0.0696150588235294,0.6609003066248307,1.3390996933751693
72,0.07059541176470588,0.6556485026262555,1.3443514973737445
73,0.07157576470588235,0.6504060327348611,1.349593967265139
74,0.07255611764705883,0.6451636563791356,1.3548363436208644
75,0.07353647058823529,0.6399118015269507,1.3600881984730493
76,0.07451682352941176,0.6346701044509167,1.3653298955490833
77,0.07549717647058823,0.6294298442867441,1.370570155713256
78,0.07647752941176471,0.6241914813299294,1.3758085186700706
79,0.07745788235294117,0.6189449872007247,1.3810550127992753
80,0.07843823529411764,0.6137108244562304,1.3862891755437696
81,0.07941858823529412,0.6084798431630356,1.3915201568369644
82,0.08039894117647059,0.6032423749186471,1.396757625081353
83,0.08137929411764706,0.5980181515605076,1.4019818484394924
84,0.08235964705882352,0.5927983508865384,1.4072016491134616
85,0.08334,0.5875833991800781,1.412416600819922
86,0.08432035294117647,0.5823629838577822,1.4176370161422178
87,0.08530070588235295,0.5771580273279637,1.4228419726720363
88,0.0862810588235294,0.5719591044164438,1.4280408955835562
89,0.08726141176470588,0.5667560898869002,1.4332439101130998
90,0.08824176470588235,0.5615695096612483,1.4384304903387517
91,0.08922211764705883,0.5563901072185184,1.4436098927814816
92,0.09020247058823529,0.5512078579598314,1.4487921420401686
93,0.09118282352941176,0.5460430594203929,1.4539569405796071
94,0.09216317647058823,0.5408865437415458,1.4591134562584542
95,0.09314352941176471,0.5357283077551331,1.4642716922448669
96,0.09412388235294118,0.5305885744836527,1.4694114255163473
97,0.09510423529411764,0.525458191624975,1.474541808375025
98,0.09608458823529412,0.5203271034644141,1.4796728965355859
99,0.09706494117647059,0.5152156025051184,1.4847843974948816
100,0.09804529411764706,0.5101144836686025,1.4898855163313975
101,0.09902564705882352,0.5050135680638375,1.4949864319361625
102,0.100006,0.49993335538664074,1.5000666446133593
103,0.10098635294117647,0.4948645224725894,1.5051354775274106
104,0.10196670588235295,0.4897966983743809,1.510203301625619
105,0.1029470588235294,0.4847507244692797,1.5152492755307203
106,0.10392741176470588,0.47970701600853927,1.5202929839914607
107,0.10490776470588235,0.4746851806417076,1.5253148193582924
108,0.10588811764705883,0.4696762961881178,1.5303237038118822
109,0.10686847058823529,0.46467031131737246,1.5353296886826275
110,0.10784882352941176,0.4596874064256897,1.5403125935743103
111,0.10882917647058823,0.4547183679977467,1.5452816320022533
112,0.10980952941176471,0.44975276763744865,1.5502472323625514
113,0.11078988235294118,0.44481148866198406,1.555188511338016
114,0.11177023529411764,0.43987467413846604,1.560125325861534
115,0.11275058823529412,0.4349623200477901,1.5650376799522099
116,0.11373094117647059,0.4300652778413432,1.5699347221586568
117,0.11471129411764706,0.42517308370078966,1.5748269162992103
118,0.11569164705882352,0.42030665171718296,1.579693348282817
119,0.116672,0.4154459576570022,1.5845540423429978
120,0.11765235294117647,0.41061123911797726,1.5893887608820227
121,0.11863270588235295,0.4057830776647271,1.594216922335273
122,0.1196130588235294,0.400981152111652,1.599018847888348
123,0.12059341176470588,0.39619643808307314,1.6038035619169269
124,0.12157376470588235,0.39141846308363837,1.6085815369163616
125,0.12255411764705883,0.3866681121813409,1.613331887818659
126,0.12353447058823529,0.38192520611025715,1.6180747938897428
127,0.12451482352941176,0.3772102458352342,1.6227897541647658
128,0.12549517647058825,0.3725033784001526,1.6274966215998474
129,0.1264755294117647,0.36782481663348143,1.6321751833665186
130,0.1274558823529412,0.3631549418074187,1.6368450581925813
131,0.12843623529411766,0.35851376796315737,1.6414862320368426
132,0.12941658823529414,0.3538816938439955,1.6461183061560045
133,0.1303969411764706,0.34927887772069877,1.6507211222793012
134,0.13137729411764706,0.3446857888630477,1.6553142111369523
135,0.13235764705882355,0.34012229091418167,1.6598777090858183
136,0.133338,0.335568967830536,1.664431032169464
137,0.13431835294117647,0.33104572735922444,1.6689542726407756
138,0.13529870588235296,0.3265330664379493,1.6734669335620507
139,0.13627905882352942,0.32205101060594155,1.6779489893940585
140,0.1372594117647059,0.3175798955244815,1.6824201044755185
141,0.13823976470588237,0.31313993886487523,1.6868600611351248
142,0.13922011764705883,0.30871137265589166,1.6912886273441083
143,0.14020047058823532,0.3043144192642526,1.6956855807357474
144,0.14118082352941178,0.29992900111906495,1.700070998880935
145,0.14216117647058826,0.2955658556320191,1.704434144367981
146,0.14314152941176472,0.2912346532236554,1.7087653467763446
147,0.14412188235294118,0.28691604776740776,1.7130839522325922
148,0.14510223529411767,0.28263005284051923,1.7173699471594808
149,0.14608258823529413,0.2783568235644469,1.721643176435553
150,0.1470629411764706,0.27410685893015563,1.7258931410698444
151,0.14804329411764708,0.2698898794279736,1.7301101205720264
152,0.14902364705882354,0.26568652115436775,1.7343134788456323
153,0.15000400000000003,0.2615168977170701,1.73848310228293
154,0.1509843529411765,0.25736096279371434,1.7426390372062857
155,0.15196470588235295,0.25322927176453747,1.7467707282354625
156,0.15294505882352943,0.24913185071549626,1.7508681492845037
157,0.1539254117647059,0.24504879329559115,1.7549512067044089
158,0.15490576470588235,0.24099055637173894,1.759009443628261
159,0.15588611764705884,0.2369672303333834,1.7630327696666166
160,0.1568664705882353,0.2329588315624438,1.7670411684375562
161,0.1578468235294118,0.22897572354548057,1.7710242764545194
162,0.15882717647058825,0.22501828354509268,1.7749817164549073
163,0.1598075294117647,0.221096386704414,1.778903613295586
164,0.1607878823529412,0.21719038512093736,1.7828096148790626
165,0.16176823529411766,0.21331053550465517,1.7866894644953448
166,0.16274858823529414,0.20945702094550223,1.7905429790544978
167,0.1637289411764706,0.20563986658453315,1.7943601334154669
168,0.16470929411764706,0.20183936405845304,1.798160635941547
169,0.16568964705882355,0.19806577611758192,1.801934223882418
170,0.16667,0.1943192888381291,1.805680711161871
171,0.16765035294117647,0.1906000895001747,1.8093999104998253
172,0.16863070588235296,0.18691831654108526,1.8130816834589147
173,0.16961105882352942,0.18325412385086182,1.8167458761491382
174,0.1705914117647059,0.17961780750382683,1.8203821924961732
175,0.17157176470588237,0.17600955856778544,1.8239904414322146
176,0.17255211764705883,0.17242956941741427,1.8275704305825857
177,0.17353247058823532,0.1688780339229663,1.8311219660770337
178,0.17451282352941178,0.16535514734016532,1.8346448526598347
179,0.17549317647058826,0.16186110652958208,1.838138893470418
180,0.17647352941176472,0.15839610992380138,1.8416038900761986
181,0.17745388235294118,0.15496035767824612,1.8450396423217539
182,0.17843423529411767,0.1515540564216633,1.8484459435783367
183,0.17941458823529413,0.14817739649473727,1.8518226035052627
184,0.1803949411764706,0.14483057588302573,1.8551694241169743
185,0.18137529411764708,0.1415138308588617,1.8584861691411383
186,0.18235564705882354,0.13822736947324454,1.8617726305267555
187,0.18333600000000003,0.13497139607582498,1.865028603924175
188,0.1843163529411765,0.13174612610009828,1.8682538738999017
189,0.18529670588235295,0.1285517779423353,1.8714482220576647
190,0.18627705882352943,0.12537852136476024,1.8746214786352398
191,0.1872574117647059,0.1222465350078179,1.877753464992182
192,0.18823776470588238,0.11914612983927642,1.8808538701607236
193,0.18921811764705884,0.11607756459364071,1.8839224354063593
194,0.1901984705882353,0.11303100505290686,1.8869689949470931
195,0.1911788235294118,0.11002653897947301,1.889973461020527
196,0.19215917647058825,0.10705459029481834,1.8929454097051817
197,0.1931395294117647,0.10410537783455442,1.8958946221654456
198,0.1941198823529412,0.10119894210665947,1.8988010578933405
199,0.19510023529411766,0.09832579531400443,1.9016742046859956
200,0.19608058823529415,0.09547595478567805,1.904524045214322
201,0.1970609411764706,0.09266981818756315,1.9073301818124369
202,0.19804129411764707,0.08988751735078582,1.9101124826492142
203,0.19902164705882355,0.08714942083039512,1.9128505791696049
204,0.200002,0.08443564416459193,1.915564355835408
205,0.20098235294117647,0.08175662527147098,1.918243374728529
206,0.20196270588235296,0.0791225494586647,1.9208774505413353
207,0.20294305882352942,0.07651363309727932,1.9234863669027207
208,0.2039234117647059,0.07394025546563254,1.9260597445343675
209,0.20490376470588237,0.07140268819624529,1.9285973118037547
210,0.20588411764705883,0.06890121463540222,1.9310987853645978
211,0.20686447058823532,0.06643613019084271,1.9335638698091573
212,0.20784482352941178,0.06400774290454292,1.935992257095457
213,0.20882517647058826,0.06161637398854314,1.9383836260114569
214,0.20980552941176472,0.059262358664695425,1.9407376413353046
215,0.21078588235294118,0.056945921458084525,1.9430540785419155
216,0.21176623529411767,0.054667797542339525,1.9453322024576605
217,0.21274658823529413,0.052428006179276565,1.9475719938207234
218,0.2137269411764706,0.050216963585220764,1.9497830364147792
219,0.21470729411764708,0.04805512569768533,1.9519448743023147
220,0.21568764705882354,0.04592289684664719,1.9540771031533528
221,0.21666800000000003,0.0438406795133397,1.9561593204866603
222,0.2176483529411765,0.04178890569355387,1.9582110943064461
223,0.21862870588235295,0.03977807991618176,1.9602219200838182
224,0.21960905882352943,0.03780863989550154,1.9621913601044985
225,0.2205894117647059,0.03588111301165409,1.964118886988346
226,0.22156976470588238,0.033995991590561214,1.9660040084094388
227,0.22255011764705884,0.032153839781714044,1.967846160218286
228,0.2235304705882353,0.030355264447274877,1.9696447355527251
229,0.2245108235294118,0.028600907889757998,1.971399092110242
230,0.22549117647058825,0.02688130876942929,1.9731186912305707
231,0.2264715294117647,0.025207318433920767,1.9747926815660792
232,0.2274518823529412,0.023589531057356616,1.9764104689426434
233,0.22843223529411766,0.0220087730060734,1.9779912269939266
234,0.22941258823529415,0.0204758793961477,1.9795241206038523
235,0.2303929411764706,0.018991734491649703,1.9810082655083503
236,0.23137329411764707,0.01754726006602292,1.982452739933977
237,0.23235364705882355,0.016163462671637596,1.9838365373283624
238,0.233334,0.014821456978982184,1.9851785430210178
239,0.23431435294117647,0.013542326546629013,1.986457673453371
240,0.23529470588235296,0.012307338271224877,1.9876926617287751
241,0.23627505882352942,0.01112777438034751,1.9888722256196525
242,0.2372554117647059,0.010014980794568196,1.9899850192054318
243,0.23823576470588237,0.008950348519174867,1.9910496514808251
244,0.23921611764705883,0.007945335633583905,1.992054664366416
245,0.24019647058823532,0.0070113188680234195,1.9929886811319766
246,0.24117682352941178,0.006139608012160069,1.99386039198784
247,0.24215717647058826,0.005341297088288677,1.9946587029117113
248,0.24313752941176472,0.004607063526629762,1.9953929364733702
249,0.24411788235294118,0.00394709033543883,1.9960529096645612
250,0.24509823529411767,0.003370703917962903,1.996629296082037
251,0.24607858823529413,0.0028662186355137287,1.9971337813644863
252,0.2470589411764706,0.0024307701118564395,1.9975692298881436
253,0.24803929411764708,0.002060400390196948,1.997939599609803
254,0.24901964705882354,0.001760154462721708,1.9982398455372783
255,0.25,0.0015145618987384424,1.9984854381012616
